case_number,type_of_intake
CAS-06353-B2S4W0,Court-Ordered- Magistrate's Complaint
CAS-06354-H2M3D0,Court-Ordered- Magistrate's Complaint
CAS-06355-S5S6C6,External Agency Referrals - Singapore Police Force (SPF)
CAS-06356-R9C1W7,Court-Ordered- Magistrate's Complaint
CAS-06357-Y7Z5Y1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06358-L0J5Z1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06359-Y3H6N6,External Agency Referrals - Housing Development Board (HDB)
CAS-06360-P8Q7Z4,Walk Ins
CAS-06361-C3W6R7,Walk Ins
CAS-06362-J8N8L5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06363-F2M4G7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06364-Q3Y8V5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06365-K7R4K0,External Agency Referrals - Singapore Police Force (SPF)
CAS-06366-T3J9V1,External Agency Referrals - Member of Parliament
CAS-06367-K9D2G9,External Agency Referrals - Housing Development Board (HDB)
CAS-06368-D4Z8X8,External Agency Referrals - Housing Development Board (HDB)
CAS-06369-M7V7D7,Applications through Contact Centre
CAS-06370-P9P2Y6,External Agency Referrals - Singapore Police Force (SPF)
CAS-06371-Y1J4G5,External Agency Referrals - Member of Parliament
CAS-06372-C8N9D1,External Agency Referrals - Housing Development Board (HDB)
CAS-06373-B4B3Z8,External Agency Referrals - Singapore Police Force (SPF)
CAS-06374-J0B9T3,Court-Ordered- Magistrate's Complaint
CAS-06375-F9W3X7,Court-Ordered- Magistrate's Complaint
CAS-06376-P9Q6Z5,Court-Ordered- Magistrate's Complaint
CAS-06377-C0S6Q7,Court-Ordered- Magistrate's Complaint
CAS-06378-F4R0R9,Court-Ordered- Magistrate's Complaint
CAS-06379-X3B8Z9,Court-Ordered- Magistrate's Complaint
CAS-06380-H7G6M9,Court-Ordered- Magistrate's Complaint
CAS-06381-P1R8Q4,Court-Ordered- Magistrate's Complaint
CAS-06382-Y5H8Z6,Court-Ordered- Magistrate's Complaint
CAS-06383-V9N4Q7,Court-Ordered- Magistrate's Complaint
CAS-06384-J5R4M3,External Agency Referrals - Housing Development Board (HDB)
CAS-06385-J5Z0H3,External Agency Referrals - Member of Parliament
CAS-06386-Z4Q8T0,Court-Ordered- Magistrate's Complaint
CAS-06387-C6D6R7,External Agency Referrals -Member of Parliament
CAS-06388-M6N8J5,Court-Ordered- Magistrate's Complaint
CAS-06389-Y7L6V3,External Agency Referrals - Member of Parliament
CAS-06390-X6J5G2,External Agency Referrals - Member of Parliament
CAS-06391-L7K5P4,Walk Ins
CAS-06392-Y7S6X2,External Agency Referrals - Singapore Police Force (SPF)
CAS-06393-L2K2Z6,External Agency Referrals - Singapore Police Force (SPF)
CAS-06394-G7N4K2,Applications through Contact Centre
CAS-06395-V7F4L3,Applications through Contact Centre
CAS-06396-Q9L4Z0,Applications through Contact Centre
CAS-06397-D1X7F4,Applications through Contact Centre
CAS-06398-J6H2L1,Applications through Contact Centre
CAS-06399-W5G2S6,External Agency Referrals - Singapore Police Force (SPF)
CAS-06400-T5M8M9,External Agency Referrals - Singapore Police Force (SPF)
CAS-06401-B8R8S6,Court-Ordered- Magistrate's Complaint
CAS-06402-P0J4Z9,Court-Ordered- Magistrate's Complaint
CAS-06403-K0K6B4,Court-Ordered- Magistrate's Complaint
CAS-06404-Q4V3Z3,Court-Ordered- Magistrate's Complaint
CAS-06405-W1J5C6,External Agency Referrals - Singapore Police Force (SPF)
CAS-06406-G0Y6C5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06407-J4B1B9,External Agency Referrals - Singapore Police Force (SPF)
CAS-06408-B1M2G8,External Agency Referrals - Member of Parliament
CAS-06409-H7X3C0,External Agency Referrals - Housing Development Board (HDB)
CAS-06410-G3D2R3,External Agency Referrals - Member of Parliament
CAS-06411-J3F2V6,Applications through Contact Centre
CAS-06412-W3Z4F1,Applications through Contact Centre
CAS-06413-D0N7Q2,External Agency Referrals - Others
CAS-06414-V5V0L9,Applications through Contact Centre
CAS-06415-W1T5J8,External Agency Referrals - Housing Development Board (HDB)
CAS-06416-C5D0J2,Applications through Contact Centre
CAS-06417-Q5Q6V3,Applications through Contact Centre
CAS-06418-L6P1S8,Walk Ins
CAS-06419-W7H2Z5,Applications through Contact Centre
CAS-06420-Q1S0N4,Applications through Contact Centre
CAS-06421-Z8D3K7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06422-L4G7K6,External Agency Referrals - Member of Parliament
CAS-06423-D1H1G4,External Agency Referrals - Singapore Police Force (SPF)
CAS-06424-J4G3P2,External Agency Referrals - Housing Development Board (HDB)
CAS-06425-W7K9X3,External Agency Referrals - Singapore Police Force (SPF)
CAS-06426-S3N5P4,External Agency Referrals - Housing Development Board (HDB)
CAS-06427-Y9P2F9,Applications through Contact Centre
CAS-06428-K1L4J3,External Agency Referrals - Housing Development Board (HDB)
CAS-06429-R1D0K9,Court-Ordered- Magistrate's Complaint
CAS-06430-W2L4F9,Court-Ordered- Magistrate's Complaint
CAS-06431-S7R8V0,Court-Ordered- Magistrate's Complaint
CAS-06432-Z9K3D7,Court-Ordered- Magistrate's Complaint
CAS-06433-B6H0J0,Court-Ordered- Magistrate's Complaint
CAS-06434-Y2M5X9,Court-Ordered- Magistrate's Complaint
CAS-06435-Y6M0F2,Court-Ordered- Magistrate's Complaint
CAS-06436-S3D9R6,Court-Ordered- Magistrate's Complaint
CAS-06437-W2C6V2,Court-Ordered- Magistrate's Complaint
CAS-06438-G6T6L8,Court-Ordered- Magistrate's Complaint
CAS-06439-X8C2V7,External Agency Referrals - Member of Parliament
CAS-06440-Z1P6L5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06442-L2B6D6,External Agency Referrals - Singapore Police Force (SPF)
CAS-06443-H5K4D1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06444-F6R8P4,External Agency Referrals - Singapore Police Force (SPF)
CAS-06445-D1W9V3,Applications through Contact Centre
CAS-06446-J0Y6Z7,Court-Ordered- Magistrate's Complaint
CAS-06447-R8T9D8,Court-Ordered- Magistrate's Complaint
CAS-06448-B7Y9B8,External Agency Referrals - Singapore Police Force (SPF)
CAS-06449-L8Y9S4,Applications through Contact Centre
CAS-06450-X6G0F6,Court-Ordered- Magistrate's Complaint
CAS-06451-S4M4H6,Court-Ordered- Magistrate's Complaint
CAS-06452-L0T1J5,Court-Ordered- Magistrate's Complaint
CAS-06453-B8L1G6,Court-Ordered- Magistrate's Complaint
CAS-06454-P4Y7K8,Court-Ordered- Magistrate's Complaint
CAS-06455-Y6S5F2,Court-Ordered- Magistrate's Complaint
CAS-06456-X9B4H4,External Agency Referrals - Member of Parliament
CAS-06457-Y3Y0T0,Applications through Contact Centre
CAS-06458-L9M8Y3,External Agency Referrals - Singapore Police Force (SPF)
CAS-06459-L0V2V0,Applications through Contact Centre
CAS-06460-Z7C8Z5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06461-V5T0N9,External Agency Referrals - Town Council
CAS-06462-V1P3L9,Court-Ordered- Magistrate's Complaint
CAS-06463-K6Z8V1,Court-Ordered- Magistrate's Complaint
CAS-06464-M8W1S4,Court-Ordered- Magistrate's Complaint
CAS-06465-Y9K5G6,Court-Ordered- Magistrate's Complaint
CAS-06466-F0T0D1,Applications through Contact Centre
CAS-06467-M4L6L8,External Agency Referrals - Housing Development Board (HDB)
CAS-06468-H5M1T8,Court-Ordered- Magistrate's Complaint
CAS-06469-H5M0N8,Court-Ordered- Magistrate's Complaint
CAS-06470-T0W2M0,Applications through Contact Centre
CAS-06471-F1D8S8,Court-Ordered- Magistrate's Complaint
CAS-06472-H1J7C8,Court-Ordered- Magistrate's Complaint
CAS-06473-P5M8M4,Applications through Contact Centre
CAS-06474-V9H5P1,Court-Ordered- Magistrate's Complaint
CAS-06475-G4G8N5,Applications through Contact Centre
CAS-06476-M3Q3Z5,Applications through Contact Centre
CAS-06477-Y3X9S6,Court-Ordered- Magistrate's Complaint
CAS-06478-C9J9W5,Court-Ordered- Magistrate's Complaint
CAS-06479-G7Q8K6,Court-Ordered- Magistrate's Complaint
CAS-06480-B7Z0J9,External Agency Referrals - Member of Parliament
CAS-06481-H8H7R1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06482-V0X3C4,Court-Ordered- Magistrate's Complaint
CAS-06483-C6B3X8,Applications through Contact Centre
CAS-06484-Y4K7T2,Applications through Contact Centre
CAS-06485-V1F4F7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06486-M6P8F5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06487-L8L6Q4,External Agency Referrals - Others
CAS-06488-Z8S5L9,External Agency Referrals - Singapore Police Force (SPF)
CAS-06489-Q6F8H9,Court-Ordered- Magistrate's Complaint
CAS-06490-W9L2T9,Court-Ordered- Magistrate's Complaint
CAS-06491-G2C2Q7,Court-Ordered- Magistrate's Complaint
CAS-06492-L6N8W0,Court-Ordered- Magistrate's Complaint
CAS-06493-Z8R2F3,Court-Ordered- Magistrate's Complaint
CAS-06494-M9F2L5,Court-Ordered- Magistrate's Complaint
CAS-06495-K8G9J7,Court-Ordered- Magistrate's Complaint
CAS-06496-P1Q6B7,Court-Ordered- Magistrate's Complaint
CAS-06497-X4Y9Z7,External Agency Referrals - Others
CAS-06498-Q1Y6H2,Applications through Contact Centre
CAS-06499-V3B5D0,Applications through Contact Centre
CAS-06500-N9J9V0,Applications through Contact Centre
CAS-06501-N0P1P3,Applications through Contact Centre
CAS-06502-X9Z2H4,Applications through Contact Centre
CAS-06503-V1J5F7,Applications through Contact Centre
CAS-06504-L8H5P7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06505-D7R6K2,External Agency Referrals - Member of Parliament
CAS-06506-J2V6R6,External Agency Referrals - Member of Parliament
CAS-06507-S9V9W6,External Agency Referrals - Member of Parliament
CAS-06508-M1C7F1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06509-B8G9Q9,External Agency Referrals - Housing Development Board (HDB)
CAS-06510-Z0F2S9,Applications through Contact Centre
CAS-06511-S4V0G4,External Agency Referrals - Housing Development Board (HDB)
CAS-06512-V6M0K2,Applications through Contact Centre
CAS-06513-G1Q8L6,External Agency Referrals - Housing Development Board (HDB)
CAS-06514-G6C7Z8,Applications through Contact Centre
CAS-06515-G2P1N8,Walk Ins
CAS-06516-D7Z0H6,Applications through Contact Centre
CAS-06517-V8V5P4,External Agency Referrals - Town Council
CAS-06518-C3T8K4,Applications through Contact Centre
CAS-06519-X2X7X5,Applications through Contact Centre
CAS-06520-N0Z7N5,Applications through Contact Centre
CAS-06521-R2L9Z7,Walk Ins
CAS-06522-F7F0G7,Applications through Contact Centre
CAS-06523-M2V7V1,External Agency Referrals - Housing Development Board (HDB)
CAS-06524-H7Q9P3,External Agency Referrals - Housing Development Board (HDB)
CAS-06525-N9Z3Z3,Applications through Contact Centre
CAS-06526-L4T6G9,Applications through Contact Centre
CAS-06527-J5L3W0,Applications through Contact Centre
CAS-06528-D4Y3G5,External Agency Referrals - Others
CAS-06529-Q6F8M0,External Agency Referrals - Singapore Police Force (SPF)
CAS-06530-P5G3N7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06531-K8Y2K4,External Agency Referrals - Singapore Police Force (SPF)
CAS-06532-V9B9G0,Applications through Contact Centre
CAS-06533-N5J4B7,Applications through Contact Centre
CAS-06534-W6Z2K0,External Agency Referrals - Town Council
CAS-06535-K3C1P6,External Agency Referrals - Housing Development Board (HDB)
CAS-06536-J6T4P9,Applications through Contact Centre
CAS-06537-X7L8G4,Applications through Contact Centre
CAS-06538-W7H1Z1,External Agency Referrals - Housing Development Board (HDB)
CAS-06539-T7C9G3,Applications through Contact Centre
CAS-06540-C5Q8C8,External Agency Referrals - Housing Development Board (HDB)
CAS-06541-Y6T9M2,Court-Ordered- Magistrate's Complaint
CAS-06542-B4T3C4,External Agency Referrals - Town Council
CAS-06543-B7Q8L1,External Agency Referrals - Town Council
CAS-06544-T3K5R2,Applications through Contact Centre
CAS-06545-Y3G3B3,Walk Ins
CAS-06547-Y9K8B1,Court-Ordered- Magistrate's Complaint
CAS-06548-R8K6R6,Court-Ordered- Magistrate's Complaint
CAS-06549-G5R4Y5,Court-Ordered- Magistrate's Complaint
CAS-06550-B8F9H2,Court-Ordered- Magistrate's Complaint
CAS-06551-X4M3H3,Applications through Contact Centre
CAS-06552-J7D0P2,Applications through Contact Centre
CAS-06553-T0B8Z7,Applications through Contact Centre
CAS-06554-Z7Q9J0,Applications through Contact Centre
CAS-06555-D5T2M2,Applications through Contact Centre
CAS-06556-N9R3B6,Court-Ordered- Magistrate's Complaint
CAS-06557-D8W5T2,Court-Ordered- Magistrate's Complaint
CAS-06558-F0B5S9,Court-Ordered- Magistrate's Complaint
CAS-06559-P6X3H8,Court-Ordered- Magistrate's Complaint
CAS-06561-Y0N6V6,Court-Ordered- Magistrate's Complaint
CAS-06562-Q3W1J9,Court-Ordered- Magistrate's Complaint
CAS-06563-H7S3H4,Court-Ordered- Magistrate's Complaint
CAS-06564-H5C0F4,Court-Ordered- Magistrate's Complaint
CAS-06565-Z1W9H9,Court-Ordered- Magistrate's Complaint
CAS-06566-B4H9Y8,External Agency Referrals - Housing Development Board (HDB)
CAS-06567-T6R9L9,Applications through Contact Centre
CAS-06568-Z1K3J5,External Agency Referrals - Member of Parliament
CAS-06569-H5G8C1,External Agency Referrals - Housing Development Board (HDB)
CAS-06570-F3N7D1,Applications through Contact Centre
CAS-06571-B5R3Y5,Applications through Contact Centre
CAS-06572-S2F2V0,Applications through Contact Centre
CAS-06573-B4P4J9,External Agency Referrals - Housing Development Board (HDB)
CAS-06574-H1V9H2,Applications through Contact Centre
CAS-06575-L2Y7K2,External Agency Referrals - Town Council
CAS-06576-W5M4B0,Applications through Contact Centre
CAS-06577-R7T0R7,Applications through Contact Centre
CAS-06578-X6N3M0,External Agency Referrals - Member of Parliament
CAS-06579-G9G2D6,External Agency Referrals - Member of Parliament
CAS-06580-V2M3W9,Applications through Contact Centre
CAS-06581-Y5S0G9,External Agency Referrals - Member of Parliament
CAS-06582-C1Q1P9,External Agency Referrals - Others
CAS-06583-N5C9Z8,Applications through Contact Centre
CAS-06585-J8Q3Y8,External Agency Referrals - Others
CAS-06586-V5H9V0,External Agency Referrals - Housing Development Board (HDB)
CAS-06587-W9V5L7,External Agency Referrals - Member of Parliament
CAS-06588-Z0X5D2,Court-Ordered- Magistrate's Complaint
CAS-06589-B2W8Y7,Court-Ordered- Magistrate's Complaint
CAS-06590-C0V7Y7,Court-Ordered- Magistrate's Complaint
CAS-06591-D1H1H7,Court-Ordered- Magistrate's Complaint
CAS-06592-L9J2Q8,Court-Ordered- Magistrate's Complaint
CAS-06593-J8F9Q1,Court-Ordered- Magistrate's Complaint
CAS-06594-W7G8B4,Court-Ordered- Magistrate's Complaint
CAS-06595-Y0N4M1,Court-Ordered- Magistrate's Complaint
CAS-06596-D6W7B2,Court-Ordered- Magistrate's Complaint
CAS-06597-P3X6V2,Court-Ordered- Magistrate's Complaint
CAS-06598-Q0C9Q6,Court-Ordered- Magistrate's Complaint
CAS-06599-F8H1V5,Court-Ordered- Magistrate's Complaint
CAS-06600-T7M1M6,Court-Ordered- Magistrate's Complaint
CAS-06601-K4K8X3,Court-Ordered- Magistrate's Complaint
CAS-06602-X3S2L1,Court-Ordered- Magistrate's Complaint
CAS-06603-X8X0K7,External Agency Referrals - Member of Parliament
CAS-06604-Q5X7H3,External Agency Referrals - Others
CAS-06605-N6S8Y6,Court-Ordered- Magistrate's Complaint
CAS-06606-P1S9N4,External Agency Referrals - Housing Development Board (HDB)
CAS-06607-R4H3Q5,External Agency Referrals - Housing Development Board (HDB)
CAS-06608-H6W9L0,Applications through Contact Centre
CAS-06609-R4J6B1,Applications through Contact Centre
CAS-06610-Z9J1T4,Walk Ins
CAS-06611-W0V4P0,Walk Ins
CAS-06612-H0Y3G5,Court-Ordered- Magistrate's Complaint
CAS-06613-R1B6F2,Court-Ordered- Magistrate's Complaint
CAS-06614-J2G6W4,Court-Ordered- Magistrate's Complaint
CAS-06615-P9V1L2,Court-Ordered- Magistrate's Complaint
CAS-06616-P9X0N5,Court-Ordered- Magistrate's Complaint
CAS-06617-W5K1J6,Court-Ordered- Magistrate's Complaint
CAS-06618-R2K7Q1,Court-Ordered- Magistrate's Complaint
CAS-06619-F1G8K2,Court-Ordered- Magistrate's Complaint
CAS-06620-P7S5Q1,Court-Ordered- Magistrate's Complaint
CAS-06621-R9J5V4,Court-Ordered- Magistrate's Complaint
CAS-06622-B6T3Z2,Applications through Contact Centre
CAS-06623-X2V6B2,Applications through Contact Centre
CAS-06624-C8S3S5,Court-Ordered- Magistrate's Complaint
CAS-06625-G0L3M1,External Agency Referrals - Others
CAS-06626-N9G9Y6,External Agency Referrals - Town Council
CAS-06627-X9G7B5,External Agency Referrals - Housing Development Board (HDB)
CAS-06628-L5W4C9,Applications through Contact Centre
CAS-06629-G7R2R8,External Agency Referrals - Others
CAS-06630-T9H3H4,Applications through Contact Centre
CAS-06631-D1X8K7,Walk Ins
CAS-06632-K3P8J6,Court-Ordered- Magistrate's Complaint
CAS-06633-B8S9B7,Court-Ordered- Magistrate's Complaint
CAS-06634-Y7X8N1,Court-Ordered- Magistrate's Complaint
CAS-06635-Q9Z3Y7,Court-Ordered- Magistrate's Complaint
CAS-06636-R4M2P4,External Agency Referrals - Housing Development Board (HDB)
CAS-06637-M1Y1Z5,External Agency Referrals - Member of Parliament
CAS-06638-F3B6J4,Walk Ins
CAS-06639-W0M5H4,Court-Ordered- Magistrate's Complaint
CAS-06640-R8R3J0,Court-Ordered- Magistrate's Complaint
CAS-06641-Q9Z4S4,Court-Ordered- Magistrate's Complaint
CAS-06642-L1Y4K9,Court-Ordered- Magistrate's Complaint
CAS-06643-Q6T7G4,Court-Ordered- Magistrate's Complaint
CAS-06644-W4D8N1,Applications through Contact Centre
CAS-06645-R4V1J8,Applications through Contact Centre
CAS-06646-T2N8D8,Applications through Contact Centre
CAS-06647-V9R5P1,External Agency Referrals - Member of Parliament
CAS-06648-Y0R6P4,External Agency Referrals - Town Council
CAS-06649-C2C2Q7,External Agency Referrals - Others
CAS-06650-D7N0N5,External Agency Referrals - Singapore Police Force (SPF)
CAS-06651-T0N7F7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06652-G5K7H6,Applications through Contact Centre
CAS-06653-N0J6H9,Applications through Contact Centre
CAS-06654-N7V7S1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06655-H5C7J0,External Agency Referrals - Singapore Police Force (SPF)
CAS-06656-J5M1Y1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06657-T1Y0Q8,External Agency Referrals - Singapore Police Force (SPF)
CAS-06658-F2B4P0,External Agency Referrals - Singapore Police Force (SPF)
CAS-06659-M8X6B7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06660-W6C5T2,External Agency Referrals - Singapore Police Force (SPF)
CAS-06661-G8W6C1,External Agency Referrals - Singapore Police Force (SPF)
CAS-06662-C7K4G4,Applications through Contact Centre
CAS-06663-S8W7J9,Applications through Contact Centre
CAS-06664-W1Y6G9,External Agency Referrals - Member of Parliament
CAS-06665-C6Q3S7,External Agency Referrals - Others
CAS-06666-C7Q1M2,Court-Ordered- Magistrate's Complaint
CAS-06667-K8R8N3,Court-Ordered- Magistrate's Complaint
CAS-06668-X1R6J0,Walk Ins
CAS-06751-Y6W1G5,Applications through Contact Centre
CAS-06669-M9V0H1,External Agency Referrals - Housing Development Board (HDB)
CAS-06670-V2G3Q1,External Agency Referrals - Town Council
CAS-06671-B9P9Z7,Applications through Contact Centre
CAS-06672-F1D3F5,Applications through Contact Centre
CAS-06673-H6K2J6,Applications through Contact Centre
CAS-06674-B5C6V6,Applications through Contact Centre
CAS-06675-J6Q9Z4,Applications through Contact Centre
CAS-06676-T4C5T3,Court-Ordered- Magistrate's Complaint
CAS-06677-Q8Q7Q6,Applications through Contact Centre
CAS-06678-W5L7F5,Applications through Contact Centre
CAS-06679-H5H7J6,Applications through Contact Centre
CAS-06680-F5K5H3,Applications through Contact Centre
CAS-06681-V6S0Z4,Applications through Contact Centre
CAS-06682-R7R5K4,Applications through Contact Centre
CAS-06683-R6M6Z7,External Agency Referrals - Singapore Police Force (SPF)
CAS-06684-H9P5J2,Applications through Contact Centre
CAS-06685-Q9S6Q4,Court-Ordered- Magistrate's Complaint
